case:Project,concept:name,time:timestamp
project 147843,Payment Handled,2017-02-13 17:32:18+00:00
project 147551,Request For Payment SUBMITTED by EMPLOYEE,2017-02-13 11:11:31+00:00
project 147551,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-13 12:47:38+00:00
project 147551,Request Payment,2017-02-15 14:55:34+00:00
project 147551,Payment Handled,2017-02-23 17:32:40+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2017-02-13 14:30:12+00:00
project 147546,Request For Payment APPROVED by PRE_APPROVER,2017-02-13 14:40:46+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-13 14:41:18+00:00
project 147546,Request Payment,2017-02-15 14:51:59+00:00
project 147546,Payment Handled,2017-02-20 17:32:08+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 11:32:53+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-02-14 11:33:04+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-16 08:45:03+00:00
project 503,Request For Payment REJECTED by MISSING,2017-02-21 13:27:06+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 11:56:01+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-14 11:57:11+00:00
project 503,Request Payment,2017-02-15 14:50:27+00:00
project 503,Payment Handled,2017-02-20 17:32:08+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 12:25:23+00:00
project 147531,Request For Payment APPROVED by PRE_APPROVER,2017-02-14 12:28:11+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-14 12:40:18+00:00
project 147531,Request Payment,2017-02-15 14:49:06+00:00
project 147531,Payment Handled,2017-02-20 17:32:08+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 13:53:40+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-14 13:57:00+00:00
project 503,Request Payment,2017-02-16 13:35:50+00:00
project 503,Payment Handled,2017-02-20 17:32:08+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 15:34:34+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-14 15:34:43+00:00
project 147531,Request Payment,2017-02-15 14:48:02+00:00
project 147531,Payment Handled,2017-02-20 17:32:08+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 16:37:55+00:00
UNKNOWN,Request For Payment REJECTED by SUPERVISOR,2017-02-14 17:03:16+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2017-02-15 10:13:21+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2017-02-15 09:48:09+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-15 09:53:32+00:00
project 147556,Request Payment,2017-02-15 15:42:05+00:00
project 147556,Payment Handled,2017-02-20 17:32:08+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2017-02-15 13:40:44+00:00
project 147556,Request For Payment APPROVED by PRE_APPROVER,2017-02-15 13:40:59+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-17 16:35:26+00:00
project 147556,Request Payment,2017-02-21 13:25:16+00:00
project 147556,Payment Handled,2017-03-02 17:31:07+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-16 08:35:48+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-16 08:35:51+00:00
project 503,Request Payment,2017-02-16 09:46:43+00:00
project 503,Payment Handled,2017-02-20 17:32:08+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-17 11:27:23+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-17 11:34:20+00:00
project 503,Request Payment,2017-02-21 15:38:44+00:00
project 503,Payment Handled,2017-02-23 17:32:40+00:00
project 147551,Request For Payment SUBMITTED by EMPLOYEE,2017-02-17 11:44:19+00:00
project 147551,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-17 11:46:08+00:00
project 147551,Request Payment,2017-02-20 09:14:11+00:00
project 147551,Payment Handled,2017-02-23 17:32:40+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-17 18:13:15+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-17 18:14:51+00:00
project 503,Request Payment,2017-02-20 09:12:51+00:00
project 503,Payment Handled,2017-02-23 17:32:40+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-17 20:28:04+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-17 20:32:18+00:00
project 503,Request Payment,2017-02-20 09:12:29+00:00
project 503,Payment Handled,2017-02-23 17:32:40+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 10:07:27+00:00
project 147556,Request For Payment APPROVED by PRE_APPROVER,2017-02-20 10:07:38+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-21 13:03:55+00:00
project 147556,Request Payment,2017-02-23 10:37:00+00:00
project 147556,Payment Handled,2017-02-27 17:30:51+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 11:47:32+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-20 11:47:48+00:00
project 503,Request Payment,2017-02-21 15:38:17+00:00
project 503,Payment Handled,2017-02-23 17:32:40+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 13:17:46+00:00
project 503,Request For Payment REJECTED by PRE_APPROVER,2017-02-20 13:17:56+00:00
project 503,Request For Payment REJECTED by EMPLOYEE,2017-02-21 13:06:56+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 10:46:26+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-02-22 10:46:46+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-23 13:11:42+00:00
project 503,Request Payment,2017-02-28 10:45:57+00:00
project 503,Payment Handled,2017-03-02 17:31:07+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 14:16:47+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-20 14:19:14+00:00
project 503,Request Payment,2017-02-20 15:47:12+00:00
project 503,Payment Handled,2017-02-23 17:32:40+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 15:25:30+00:00
project 147546,Request For Payment APPROVED by PRE_APPROVER,2017-02-20 15:30:31+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-21 12:45:56+00:00
project 147546,Request Payment,2017-02-21 15:37:59+00:00
project 147546,Payment Handled,2017-02-23 17:32:40+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 21:10:56+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-20 21:11:03+00:00
project 503,Request Payment,2017-02-21 15:37:34+00:00
project 503,Payment Handled,2017-02-23 17:32:40+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 21:18:02+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-20 21:18:13+00:00
project 503,Request Payment,2017-02-21 15:14:03+00:00
project 503,Payment Handled,2017-02-23 17:32:40+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-21 10:10:42+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-02-21 10:11:24+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-22 09:51:16+00:00
project 503,Request Payment,2017-03-02 12:35:53+00:00
project 503,Payment Handled,2017-03-06 17:31:10+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-21 10:14:57+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-02-21 10:15:33+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-22 09:53:47+00:00
project 503,Request Payment,2017-03-02 12:27:15+00:00
project 503,Payment Handled,2017-03-06 17:31:10+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-21 13:50:36+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-21 15:55:45+00:00
project 503,Request Payment,2017-02-22 11:16:26+00:00
project 503,Payment Handled,2017-02-27 17:30:51+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2017-02-21 15:47:22+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-02 12:04:58+00:00
project 147572,Request Payment,2017-03-06 09:49:12+00:00
project 147572,Payment Handled,2017-03-09 17:31:22+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 09:25:37+00:00
project 147556,Request For Payment APPROVED by PRE_APPROVER,2017-02-22 09:25:49+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-24 14:38:05+00:00
project 147556,Request Payment,2017-03-06 13:11:25+00:00
project 147556,Payment Handled,2017-03-09 17:31:22+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 09:28:50+00:00
project 147556,Request For Payment APPROVED by PRE_APPROVER,2017-02-22 09:29:02+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-24 14:36:00+00:00
project 147556,Request Payment,2017-03-06 13:11:55+00:00
project 147556,Payment Handled,2017-03-09 17:31:22+00:00
project 147551,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 13:26:01+00:00
project 147551,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-22 13:26:38+00:00
project 147551,Request Payment,2017-02-23 14:18:38+00:00
project 147551,Payment Handled,2017-03-02 17:31:07+00:00
project 149491,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 14:37:02+00:00
project 149491,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-22 14:37:12+00:00
project 149491,Request Payment,2017-02-23 08:58:17+00:00
project 149491,Payment Handled,2017-02-27 17:30:51+00:00
project 147551,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 14:38:46+00:00
project 147551,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-22 14:38:50+00:00
project 147551,Request Payment,2017-02-23 08:57:55+00:00
project 147551,Payment Handled,2017-02-27 17:30:51+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 16:34:11+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-22 16:34:39+00:00
project 147546,Request Payment,2017-02-23 14:17:55+00:00
project 147546,Payment Handled,2017-02-27 17:30:51+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 09:57:24+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-23 10:00:26+00:00
project 147582,Request Payment,2017-02-23 14:17:03+00:00
project 147582,Payment Handled,2017-02-27 17:30:51+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 10:15:16+00:00
project 147531,Request For Payment APPROVED by PRE_APPROVER,2017-02-23 10:16:06+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-27 09:51:54+00:00
project 147531,Request Payment,2017-02-28 12:14:48+00:00
project 147531,Payment Handled,2017-03-02 17:31:07+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 12:40:55+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-23 12:42:02+00:00
project 147546,Request Payment,2017-02-24 09:56:29+00:00
project 147546,Payment Handled,2017-03-02 17:31:07+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 20:03:21+00:00
project 503,Request For Payment APPROVED by SUPERVISOR,2017-02-23 20:03:37+00:00
project 503,Request For Payment FINAL_APPROVED by DIRECTOR,2017-02-24 12:40:07+00:00
project 503,Request Payment,2017-03-02 12:04:07+00:00
project 503,Payment Handled,2017-03-06 17:31:10+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 20:07:04+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-23 20:07:14+00:00
project 503,Request Payment,2017-03-02 12:01:49+00:00
project 503,Payment Handled,2017-03-06 17:31:10+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 20:47:04+00:00
project 503,Request For Payment APPROVED by SUPERVISOR,2017-02-23 20:51:10+00:00
project 503,Request For Payment FINAL_APPROVED by DIRECTOR,2017-02-24 12:40:04+00:00
project 503,Request Payment,2017-03-02 12:00:27+00:00
project 503,Payment Handled,2017-03-06 17:31:10+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-24 09:12:28+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-02-24 09:12:30+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-24 14:34:59+00:00
project 503,Request Payment,2017-03-02 11:59:01+00:00
project 503,Payment Handled,2017-03-06 17:31:10+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-27 10:25:42+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-02-27 10:43:22+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-28 08:54:58+00:00
project 503,Request For Payment REJECTED by MISSING,2017-02-28 10:05:42+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 10:20:11+00:00
project 503,Request For Payment REJECTED by PRE_APPROVER,2017-02-28 10:20:18+00:00
project 503,Request For Payment REJECTED by EMPLOYEE,2017-02-28 13:13:34+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 13:44:41+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-02-28 13:44:44+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-28 14:54:44+00:00
project 503,Request For Payment REJECTED by MISSING,2017-02-28 15:56:02+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 10:30:30+00:00
UNKNOWN,Request For Payment REJECTED by PRE_APPROVER,2017-02-28 10:30:32+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2017-02-28 14:55:34+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 15:13:06+00:00
UNKNOWN,Request For Payment REJECTED by PRE_APPROVER,2017-02-28 15:13:09+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2017-03-01 11:29:49+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 10:34:12+00:00
project 503,Request For Payment REJECTED by PRE_APPROVER,2017-02-28 10:34:15+00:00
project 503,Request For Payment REJECTED by EMPLOYEE,2017-02-28 13:12:35+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 13:43:50+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-02-28 13:43:52+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-28 14:55:02+00:00
project 503,Request For Payment REJECTED by MISSING,2017-02-28 15:56:25+00:00
project 147551,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 12:27:45+00:00
project 147551,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-02-28 12:29:59+00:00
project 147551,Request Payment,2017-03-06 13:41:25+00:00
project 147551,Payment Handled,2017-03-09 17:31:22+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2017-03-01 15:12:02+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-01 15:12:37+00:00
project 147531,Request Payment,2017-03-06 13:53:38+00:00
project 147531,Payment Handled,2017-03-09 17:31:22+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2017-03-01 15:16:36+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-06 11:33:50+00:00
project 147620,Request Payment,2017-03-09 14:55:01+00:00
project 147620,Payment Handled,2017-03-13 17:31:05+00:00
project 148216,Request For Payment SUBMITTED by EMPLOYEE,2017-03-02 10:51:54+00:00
project 148216,Request For Payment APPROVED by PRE_APPROVER,2017-03-02 10:51:58+00:00
project 148216,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-09 05:15:04+00:00
project 148216,Request Payment,2017-03-09 09:03:55+00:00
project 148216,Payment Handled,2017-03-13 17:31:05+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-03-02 11:23:41+00:00
project 503,Request For Payment REJECTED by PRE_APPROVER,2017-03-02 11:23:44+00:00
project 503,Request For Payment REJECTED by EMPLOYEE,2017-03-02 13:44:08+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-03-02 14:45:17+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-03-02 14:46:10+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-02 14:48:46+00:00
project 503,Request Payment,2017-03-08 15:36:07+00:00
project 503,Payment Handled,2017-03-13 17:31:05+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2017-03-02 11:52:07+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-02 11:52:49+00:00
project 147546,Request Payment,2017-03-07 15:01:35+00:00
project 147546,Payment Handled,2017-03-09 17:31:22+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2017-03-02 12:18:20+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-02 12:18:57+00:00
project 147620,Request Payment,2017-03-09 15:03:03+00:00
project 147620,Payment Handled,2017-03-13 17:31:05+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-03-02 14:32:27+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-03-02 14:37:08+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-02 14:37:35+00:00
project 503,Request For Payment REJECTED by MISSING,2017-03-08 11:19:25+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-03-08 12:13:44+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-03-08 12:13:48+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-08 12:15:09+00:00
project 503,Request Payment,2017-03-09 09:05:07+00:00
project 503,Payment Handled,2017-03-13 17:31:05+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2017-03-02 15:55:43+00:00
project 147531,Request For Payment APPROVED by PRE_APPROVER,2017-03-02 15:58:27+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-02 16:07:38+00:00
project 147531,Request Payment,2017-03-06 13:57:31+00:00
project 147531,Payment Handled,2017-03-13 17:31:05+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2017-03-03 10:01:05+00:00
project 147572,Request For Payment APPROVED by PRE_APPROVER,2017-03-03 10:03:58+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-10 05:15:10+00:00
project 147572,Request Payment,2017-03-16 10:33:36+00:00
project 147572,Payment Handled,2017-03-20 17:30:50+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2017-03-03 10:02:18+00:00
project 503,Request For Payment APPROVED by PRE_APPROVER,2017-03-03 10:02:23+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-06 08:55:10+00:00
